Protein  Threshold  TP  FP   N   Neg  TPR    FPR
1IRA.X      0.85       4           3   23  122  .173  .024
1JIW.I      0.85       1           2   15  90   .066  .022
1JIW.P      0.85       5           6   20  450  .250  .013
1JPS.H      0.85       0           4   10  203  0     .019
1KAC.A      0.85       0           1   9   176  0     .005
1KAC.B      0.85       0           1   12  112  0     .008
1KLU.D      0.85       3           3   11  219  .272  .013
Global_TPR  =          .096
Global_FPR  =          .008
avg_TPR     =          0.0923871
avg_FPR     =          0.00896774
Protein  Threshold  TP  FP  N   Neg  TPR   FPR
1ACB.E   0.9        1   0   13  228  .076  0
1ACB.I   0.9        1   0   11  52   .090  0
1AHW.A   0.9        4   0   8   206  .500  0
1AK4.A   0.9        1   0   9   156  .111  0
1AVX.A   0.9        2   0   19  201  .105  0
1AY7.A   0.9        0   1   9   87   0     .011
1AY7.B   0.9        0   1   9   80   0     .012
1BGX.H   0.9        2   1   16  189  .125  .005
1DE4.E   0.9        1   0   21  78   .047  0
1DFJ.E   0.9        0   2   18  106  0     .018
1DFJ.I   0.9        1   1   18  438  .055  .002
1DQJ.A   0.9        1   1   7   207  .142  .004
1E4K.C   0.9        1   0   12  160  .083  0
1E6J.H   0.9        1   4   5   214  .200  .018
1EXB.E   0.9        0   1   3   88   0     .011
1F34.A   0.9        0   2   22  303  0     .006
1FC2.D   0.9        0   2   10  196  0     .010
1FFW.A   0.9        0   1   8   120  0     .008
1FFW.B   0.9        0   1   10  58   0     .017
1FLE.E   0.9        0   2   11  218  0     .009
1GHQ.A   0.9        0   1   5   302  0     .003
1GXD.A   0.9        0   3   21  603  0     .004
1GXD.C   0.9        2   1   18  174  .111  .005
1IRA.X   0.9        3   2   23  122  .130  .016
1JIW.I   0.9        0   2   15  90   0     .022
1JIW.P   0.9        3   5   20  450  .150  .011
1JPS.H   0.9        0   1   10  203  0     .004
1KAC.A   0.9        0   1   9   176  0     .005
1KAC.B   0.9        0   1   12  112  0     .008
1KLU.D   0.9        1   3   11  219  .090  .013
Protein     Threshold  TP          FP  N   Neg  TPR   FPR
1ACB.E      0.9        1           0   13  228  .076  0
1ACB.I      0.9        1           0   11  52   .090  0
1AHW.A      0.9        4           0   8   206  .500  0
1AK4.A      0.9        1           0   9   156  .111  0
1AVX.A      0.9        2           0   19  201  .105  0
1AY7.A      0.9        0           1   9   87   0     .011
1AY7.B      0.9        0           1   9   80   0     .012
1BGX.H      0.9        2           1   16  189  .125  .005
1DE4.E      0.9        1           0   21  78   .047  0
1DFJ.E      0.9        0           2   18  106  0     .018
1DFJ.I      0.9        1           1   18  438  .055  .002
1DQJ.A      0.9        1           1   7   207  .142  .004
1E4K.C      0.9        1           0   12  160  .083  0
1E6J.H      0.9        1           4   5   214  .200  .018
1EXB.E      0.9        0           1   3   88   0     .011
1F34.A      0.9        0           2   22  303  0     .006
1FC2.D      0.9        0           2   10  196  0     .010
1FFW.A      0.9        0           1   8   120  0     .008
1FFW.B      0.9        0           1   10  58   0     .017
1FLE.E      0.9        0           2   11  218  0     .009
1GHQ.A      0.9        0           1   5   302  0     .003
1GXD.A      0.9        0           3   21  603  0     .004
1GXD.C      0.9        2           1   18  174  .111  .005
1IRA.X      0.9        3           2   23  122  .130  .016
1JIW.I      0.9        0           2   15  90   0     .022
1JIW.P      0.9        3           5   20  450  .150  .011
1JPS.H      0.9        0           1   10  203  0     .004
1KAC.A      0.9        0           1   9   176  0     .005
1KAC.B      0.9        0           1   12  112  0     .008
1KLU.D      0.9        1           3   11  219  .090  .013
Global_TPR  =          .065
Global_FPR  =          .006
avg_TPR     =          0.065
avg_FPR     =          0.00716129
Protein  Threshold  TP  FP  N   Neg  TPR   FPR
1ACB.E   0.95       1   0   13  228  .076  0
1ACB.I   0.95       1   0   11  52   .090  0
1AHW.A   0.95       1   0   8   206  .125  0
1AK4.A   0.95       1   0   9   156  .111  0
1AVX.A   0.95       1   0   19  201  .052  0
1AY7.A   0.95       0   1   9   87   0     .011
1AY7.B   0.95       0   1   9   80   0     .012
1BGX.H   0.95       1   1   16  189  .062  .005
1DE4.E   0.95       1   0   21  78   .047  0
1DFJ.E   0.95       0   2   18  106  0     .018
1DFJ.I   0.95       1   1   18  438  .055  .002
1DQJ.A   0.95       1   0   7   207  .142  0
1E4K.C   0.95       1   0   12  160  .083  0
1E6J.H   0.95       1   1   5   214  .200  .004
1EXB.E   0.95       0   1   3   88   0     .011
1F34.A   0.95       0   1   22  303  0     .003
1FC2.D   0.95       0   1   10  196  0     .005
1FFW.A   0.95       0   1   8   120  0     .008
1FFW.B   0.95       0   1   10  58   0     .017
1FLE.E   0.95       0   2   11  218  0     .009
1GHQ.A   0.95       0   1   5   302  0     .003
1GXD.A   0.95       0   1   21  603  0     .001
1GXD.C   0.95       1   1   18  174  .055  .005
1IRA.X   0.95       1   2   23  122  .043  .016
1JIW.I   0.95       0   2   15  90   0     .022
1JIW.P   0.95       0   4   20  450  0     .008
1JPS.H   0.95       0   1   10  203  0     .004
1KAC.A   0.95       0   1   9   176  0     .005
1KAC.B   0.95       0   1   12  112  0     .008
1KLU.D   0.95       0   1   11  219  0     .004
Protein     Threshold  TP          FP  N   Neg  TPR   FPR
1ACB.E      0.95       1           0   13  228  .076  0
1ACB.I      0.95       1           0   11  52   .090  0
1AHW.A      0.95       1           0   8   206  .125  0
1AK4.A      0.95       1           0   9   156  .111  0
1AVX.A      0.95       1           0   19  201  .052  0
1AY7.A      0.95       0           1   9   87   0     .011
1AY7.B      0.95       0           1   9   80   0     .012
1BGX.H      0.95       1           1   16  189  .062  .005
1DE4.E      0.95       1           0   21  78   .047  0
1DFJ.E      0.95       0           2   18  106  0     .018
1DFJ.I      0.95       1           1   18  438  .055  .002
1DQJ.A      0.95       1           0   7   207  .142  0
1E4K.C      0.95       1           0   12  160  .083  0
1E6J.H      0.95       1           1   5   214  .200  .004
1EXB.E      0.95       0           1   3   88   0     .011
1F34.A      0.95       0           1   22  303  0     .003
1FC2.D      0.95       0           1   10  196  0     .005
1FFW.A      0.95       0           1   8   120  0     .008
1FFW.B      0.95       0           1   10  58   0     .017
1FLE.E      0.95       0           2   11  218  0     .009
1GHQ.A      0.95       0           1   5   302  0     .003
1GXD.A      0.95       0           1   21  603  0     .001
1GXD.C      0.95       1           1   18  174  .055  .005
1IRA.X      0.95       1           2   23  122  .043  .016
1JIW.I      0.95       0           2   15  90   0     .022
1JIW.P      0.95       0           4   20  450  0     .008
1JPS.H      0.95       0           1   10  203  0     .004
1KAC.A      0.95       0           1   9   176  0     .005
1KAC.B      0.95       0           1   12  112  0     .008
1KLU.D      0.95       0           1   11  219  0     .004
Global_TPR  =          .033
Global_FPR  =          .004
avg_TPR     =          0.0368065
avg_FPR     =          0.00583871
Protein     Threshold  TP        FP   N   Neg  TPR    FPR
1ACB.E      0          13        228  13  228  1.000  1.000
1ACB.I      0          11        52   11  52   1.000  1.000
1AHW.A      0          8         206  8   206  1.000  1.000
1AK4.A      0          9         156  9   156  1.000  1.000
1AVX.A      0          19        201  19  201  1.000  1.000
1AY7.A      0          9         87   9   87   1.000  1.000
1AY7.B      0          9         80   9   80   1.000  1.000
1BGX.H      0          16        189  16  189  1.000  1.000
1DE4.E      0          21        78   21  78   1.000  1.000
1DFJ.E      0          18        106  18  106  1.000  1.000
1DFJ.I      0          18        438  18  438  1.000  1.000
1DQJ.A      0          7         207  7   207  1.000  1.000
1E4K.C      0          12        160  12  160  1.000  1.000
1E6J.H      0          5         214  5   214  1.000  1.000
1EXB.E      0          3         88   3   88   1.000  1.000
1F34.A      0          22        303  22  303  1.000  1.000
1FC2.D      0          10        197  10  196  1.000  1.005
1FFW.A      0          8         120  8   120  1.000  1.000
1FFW.B      0          10        58   10  58   1.000  1.000
1FLE.E      0          11        218  11  218  1.000  1.000
1GHQ.A      0          5         302  5   302  1.000  1.000
1GXD.A      0          21        603  21  603  1.000  1.000
1GXD.C      0          18        174  18  174  1.000  1.000
1IRA.X      0          23        122  23  122  1.000  1.000
1JIW.I      0          15        90   15  90   1.000  1.000
1JIW.P      0          20        450  20  450  1.000  1.000
1JPS.H      0          10        203  10  203  1.000  1.000
1KAC.A      0          9         176  9   176  1.000  1.000
1KAC.B      0          12        112  12  112  1.000  1.000
1KLU.D      0          11        219  11  219  1.000  1.000
Global_TPR  =          1.000
Global_FPR  =          1.000
avg_TPR     =          0.967742
avg_FPR     =          0.967903
Protein  Threshold  TP  FP  N   Neg  TPR   FPR
1ACB.E   1          1   0   13  228  .076  0
1ACB.I   1          1   0   11  52   .090  0
1AHW.A   1          1   0   8   206  .125  0
1AK4.A   1          1   0   9   156  .111  0
1AVX.A   1          1   0   19  201  .052  0
1AY7.A   1          0   1   9   87   0     .011
1AY7.B   1          0   1   9   80   0     .012
1BGX.H   1          0   1   16  189  0     .005
1DE4.E   1          1   0   21  78   .047  0
1DFJ.E   1          0   2   18  106  0     .018
1DFJ.I   1          0   1   18  438  0     .002
1DQJ.A   1          1   0   7   207  .142  0
1E4K.C   1          1   0   12  160  .083  0
1E6J.H   1          0   1   5   214  0     .004
1EXB.E   1          0   1   3   88   0     .011
1F34.A   1          0   1   22  303  0     .003
1FC2.D   1          0   1   10  196  0     .005
1FFW.A   1          0   1   8   120  0     .008
1FFW.B   1          0   1   10  58   0     .017
1FLE.E   1          0   1   11  218  0     .004
1GHQ.A   1          0   1   5   302  0     .003
1GXD.A   1          0   1   21  603  0     .001
1GXD.C   1          0   1   18  174  0     .005
1IRA.X   1          0   1   23  122  0     .008
1JIW.I   1          0   1   15  90   0     .011
1JIW.P   1          0   1   20  450  0     .002
1JPS.H   1          0   1   10  203  0     .004
1KAC.A   1          0   1   9   176  0     .005
1KAC.B   1          0   1   12  112  0     .008
1KLU.D   1          0   1   11  219  0     .004
Protein  Threshold  TP  FP  N   Neg  TPR  FPR
1ACB.E   1.05       0   0   13  228  0    0
1ACB.I   1.05       0   0   11  52   0    0
1AHW.A   1.05       0   0   8   206  0    0
1AK4.A   1.05       0   0   9   156  0    0
1AVX.A   1.05       0   0   19  201  0    0
1AY7.A   1.05       0   0   9   87   0    0
1AY7.B   1.05       0   0   9   80   0    0
1BGX.H   1.05       0   0   16  189  0    0
1DE4.E   1.05       0   0   21  78   0    0
1DFJ.E   1.05       0   0   18  106  0    0
1DFJ.I   1.05       0   0   18  438  0    0
1DQJ.A   1.05       0   0   7   207  0    0
1E4K.C   1.05       0   0   12  160  0    0
1E6J.H   1.05       0   0   5   214  0    0
1EXB.E   1.05       0   0   3   88   0    0
1F34.A   1.05       0   0   22  303  0    0
1FC2.D   1.05       0   0   10  196  0    0
1FFW.A   1.05       0   0   8   120  0    0
1FFW.B   1.05       0   0   10  58   0    0
1FLE.E   1.05       0   0   11  218  0    0
1GHQ.A   1.05       0   0   5   302  0    0
1GXD.A   1.05       0   0   21  603  0    0
1GXD.C   1.05       0   0   18  174  0    0
1IRA.X   1.05       0   0   23  122  0    0
1JIW.I   1.05       0   0   15  90   0    0
1JIW.P   1.05       0   0   20  450  0    0
1JPS.H   1.05       0   0   10  203  0    0
1KAC.A   1.05       0   0   9   176  0    0
1KAC.B   1.05       0   0   12  112  0    0
1KLU.D   1.05       0   0   11  219  0    0
Protein     Threshold  TP  FP  N   Neg  TPR  FPR
1ACB.E      1.05       0   0   13  228  0    0
1ACB.I      1.05       0   0   11  52   0    0
1AHW.A      1.05       0   0   8   206  0    0
1AK4.A      1.05       0   0   9   156  0    0
1AVX.A      1.05       0   0   19  201  0    0
1AY7.A      1.05       0   0   9   87   0    0
1AY7.B      1.05       0   0   9   80   0    0
1BGX.H      1.05       0   0   16  189  0    0
1DE4.E      1.05       0   0   21  78   0    0
1DFJ.E      1.05       0   0   18  106  0    0
1DFJ.I      1.05       0   0   18  438  0    0
1DQJ.A      1.05       0   0   7   207  0    0
1E4K.C      1.05       0   0   12  160  0    0
1E6J.H      1.05       0   0   5   214  0    0
1EXB.E      1.05       0   0   3   88   0    0
1F34.A      1.05       0   0   22  303  0    0
1FC2.D      1.05       0   0   10  196  0    0
1FFW.A      1.05       0   0   8   120  0    0
1FFW.B      1.05       0   0   10  58   0    0
1FLE.E      1.05       0   0   11  218  0    0
1GHQ.A      1.05       0   0   5   302  0    0
1GXD.A      1.05       0   0   21  603  0    0
1GXD.C      1.05       0   0   18  174  0    0
1IRA.X      1.05       0   0   23  122  0    0
1JIW.I      1.05       0   0   15  90   0    0
1JIW.P      1.05       0   0   20  450  0    0
1JPS.H      1.05       0   0   10  203  0    0
1KAC.A      1.05       0   0   9   176  0    0
1KAC.B      1.05       0   0   12  112  0    0
1KLU.D      1.05       0   0   11  219  0    0
Global_TPR  =          0
Global_FPR  =          0
avg_TPR     =          0
avg_FPR     =          0
Protein     Threshold  TP          FP  N   Neg  TPR   FPR
1ACB.E      1          1           0   13  228  .076  0
1ACB.I      1          1           0   11  52   .090  0
1AHW.A      1          1           0   8   206  .125  0
1AK4.A      1          1           0   9   156  .111  0
1AVX.A      1          1           0   19  201  .052  0
1AY7.A      1          0           1   9   87   0     .011
1AY7.B      1          0           1   9   80   0     .012
1BGX.H      1          0           1   16  189  0     .005
1DE4.E      1          1           0   21  78   .047  0
1DFJ.E      1          0           2   18  106  0     .018
1DFJ.I      1          0           1   18  438  0     .002
1DQJ.A      1          1           0   7   207  .142  0
1E4K.C      1          1           0   12  160  .083  0
1E6J.H      1          0           1   5   214  0     .004
1EXB.E      1          0           1   3   88   0     .011
1F34.A      1          0           1   22  303  0     .003
1FC2.D      1          0           1   10  196  0     .005
1FFW.A      1          0           1   8   120  0     .008
1FFW.B      1          0           1   10  58   0     .017
1FLE.E      1          0           1   11  218  0     .004
1GHQ.A      1          0           1   5   302  0     .003
1GXD.A      1          0           1   21  603  0     .001
1GXD.C      1          0           1   18  174  0     .005
1IRA.X      1          0           1   23  122  0     .008
1JIW.I      1          0           1   15  90   0     .011
1JIW.P      1          0           1   20  450  0     .002
1JPS.H      1          0           1   10  203  0     .004
1KAC.A      1          0           1   9   176  0     .005
1KAC.B      1          0           1   12  112  0     .008
1KLU.D      1          0           1   11  219  0     .004
Global_TPR  =          .020
Global_FPR  =          .003
avg_TPR     =          0.0234194
avg_FPR     =          0.00487097
